category,scanner,is_assigned,n_total_fit,n_kept,retain_fraction_actual,fold,confounding_seed,strength
Epidermis,nz210,True,209,123,0.5885167464114832,0,2005,mild
Epidermis,p1000,True,209,127,0.6076555023923444,0,2005,mild
Inflamm/Necrosis,cs2,False,64,20,0.3125,0,2005,mild
Inflamm/Necrosis,gt450,True,64,38,0.59375,0,2005,mild
Inflamm/Necrosis,nz20,False,64,29,0.453125,0,2005,mild
Inflamm/Necrosis,nz210,True,64,38,0.59375,0,2005,mild
Inflamm/Necrosis,p1000,False,64,27,0.421875,0,2005,mild
SCC,cs2,False,188,74,0.39361702127659576,0,2005,mild
SCC,gt450,True,188,121,0.6436170212765957,0,2005,mild
SCC,nz20,False,188,74,0.39361702127659576,0,2005,mild
SCC,nz210,True,188,104,0.5531914893617021,0,2005,mild
SCC,p1000,False,188,77,0.4095744680851064,0,2005,mild
Subcutis,cs2,False,87,42,0.4827586206896552,0,2005,mild
Subcutis,gt450,False,87,34,0.39080459770114945,0,2005,mild
Subcutis,nz20,True,87,53,0.6091954022988506,0,2005,mild
Subcutis,nz210,True,87,51,0.5862068965517241,0,2005,mild
Subcutis,p1000,False,87,28,0.3218390804597701,0,2005,mild
Bone,cs2,False,30,5,0.16666666666666666,0,2005,moderate
Bone,gt450,True,30,25,0.8333333333333334,0,2005,moderate
Bone,nz20,False,30,7,0.23333333333333334,0,2005,moderate
Bone,nz210,True,30,23,0.7666666666666667,0,2005,moderate
Bone,p1000,False,30,5,0.16666666666666666,0,2005,moderate
Cartilage,cs2,False,2,0,0.0,0,2005,moderate
Cartilage,gt450,False,2,0,0.0,0,2005,moderate
Cartilage,nz20,True,2,2,1.0,0,2005,moderate
Cartilage,nz210,True,2,1,0.5,0,2005,moderate
Cartilage,p1000,False,2,1,0.5,0,2005,moderate
Dermis,cs2,True,81,65,0.8024691358024691,0,2005,moderate
Dermis,gt450,False,81,13,0.16049382716049382,0,2005,moderate
Dermis,nz20,False,81,16,0.19753086419753085,0,2005,moderate
Dermis,nz210,True,81,64,0.7901234567901234,0,2005,moderate
Dermis,p1000,False,81,19,0.2345679012345679,0,2005,moderate
Epidermis,cs2,True,209,164,0.784688995215311,0,2005,moderate
Epidermis,gt450,False,209,55,0.2631578947368421,0,2005,moderate
Epidermis,nz20,False,209,31,0.14832535885167464,0,2005,moderate
Epidermis,nz210,True,209,170,0.8133971291866029,0,2005,moderate
Epidermis,p1000,False,209,39,0.18660287081339713,0,2005,moderate
Inflamm/Necrosis,cs2,False,64,8,0.125,0,2005,moderate
Inflamm/Necrosis,gt450,True,64,48,0.75,0,2005,moderate
Inflamm/Necrosis,nz20,False,64,11,0.171875,0,2005,moderate
Inflamm/Necrosis,nz210,False,64,19,0.296875,0,2005,moderate
Inflamm/Necrosis,p1000,True,64,54,0.84375,0,2005,moderate
SCC,cs2,True,188,144,0.7659574468085106,0,2005,moderate
SCC,gt450,True,188,156,0.8297872340425532,0,2005,moderate
SCC,nz20,False,188,36,0.19148936170212766,0,2005,moderate
SCC,nz210,False,188,34,0.18085106382978725,0,2005,moderate
SCC,p1000,False,188,42,0.22340425531914893,0,2005,moderate
Subcutis,cs2,False,87,19,0.21839080459770116,0,2005,moderate
Subcutis,gt450,True,87,66,0.7586206896551724,0,2005,moderate
Subcutis,nz20,False,87,18,0.20689655172413793,0,2005,moderate
Subcutis,nz210,True,87,73,0.8390804597701149,0,2005,moderate
Subcutis,p1000,False,87,15,0.1724137931034483,0,2005,moderate
Bone,cs2,False,30,1,0.03333333333333333,0,2005,severe
Bone,gt450,True,30,29,0.9666666666666667,0,2005,severe
Bone,nz20,False,30,1,0.03333333333333333,0,2005,severe
Bone,nz210,True,30,28,0.9333333333333333,0,2005,severe
Bone,p1000,False,30,2,0.06666666666666667,0,2005,severe
Cartilage,cs2,False,2,1,0.5,0,2005,severe
Cartilage,gt450,True,2,2,1.0,0,2005,severe
Cartilage,nz20,True,2,1,0.5,0,2005,severe
Cartilage,nz210,False,2,0,0.0,0,2005,severe
Cartilage,p1000,False,2,0,0.0,0,2005,severe
Dermis,cs2,False,81,7,0.08641975308641975,0,2005,severe
Dermis,gt450,False,81,3,0.037037037037037035,0,2005,severe
Dermis,nz20,True,81,78,0.9629629629629629,0,2005,severe
Dermis,nz210,True,81,75,0.9259259259259259,0,2005,severe
Dermis,p1000,False,81,2,0.024691358024691357,0,2005,severe
Epidermis,cs2,True,209,199,0.9521531100478469,0,2005,severe
Epidermis,gt450,True,209,198,0.9473684210526315,0,2005,severe
Epidermis,nz20,False,209,11,0.05263157894736842,0,2005,severe
Epidermis,nz210,False,209,6,0.028708133971291867,0,2005,severe
Epidermis,p1000,False,209,14,0.06698564593301436,0,2005,severe
Inflamm/Necrosis,cs2,True,64,62,0.96875,0,2005,severe
Inflamm/Necrosis,gt450,True,64,59,0.921875,0,2005,severe
Inflamm/Necrosis,nz20,False,64,4,0.0625,0,2005,severe
Inflamm/Necrosis,nz210,False,64,2,0.03125,0,2005,severe
Inflamm/Necrosis,p1000,False,64,3,0.046875,0,2005,severe
SCC,cs2,False,188,15,0.0797872340425532,0,2005,severe
SCC,gt450,False,188,6,0.031914893617021274,0,2005,severe
SCC,nz20,True,188,176,0.9361702127659575,0,2005,severe
SCC,nz210,False,188,7,0.03723404255319149,0,2005,severe
SCC,p1000,True,188,181,0.9627659574468085,0,2005,severe
Subcutis,cs2,False,87,5,0.05747126436781609,0,2005,severe
Subcutis,gt450,True,87,81,0.9310344827586207,0,2005,severe
Subcutis,nz20,False,87,4,0.04597701149425287,0,2005,severe
Subcutis,nz210,True,87,84,0.9655172413793104,0,2005,severe
Subcutis,p1000,False,87,4,0.04597701149425287,0,2005,severe
Bone,cs2,True,34,20,0.5882352941176471,1,2001,mild
Bone,gt450,False,34,11,0.3235294117647059,1,2001,mild
Bone,nz20,True,34,20,0.5882352941176471,1,2001,mild
Bone,nz210,False,34,14,0.4117647058823529,1,2001,mild
Bone,p1000,False,34,15,0.4411764705882353,1,2001,mild
Cartilage,cs2,True,2,0,0.0,1,2001,mild
Cartilage,gt450,False,2,0,0.0,1,2001,mild
Cartilage,nz20,False,2,1,0.5,1,2001,mild
Cartilage,nz210,False,2,1,0.5,1,2001,mild
Cartilage,p1000,True,2,2,1.0,1,2001,mild
Dermis,cs2,False,75,24,0.32,1,2001,mild
Dermis,gt450,False,75,34,0.4533333333333333,1,2001,mild
Dermis,nz20,True,75,40,0.5333333333333333,1,2001,mild
Dermis,nz210,True,75,50,0.6666666666666666,1,2001,mild
Dermis,p1000,False,75,32,0.4266666666666667,1,2001,mild
Epidermis,cs2,True,168,104,0.6190476190476191,1,2001,mild
Epidermis,gt450,False,168,66,0.39285714285714285,1,2001,mild
Epidermis,nz20,True,168,97,0.5773809523809523,1,2001,mild
Epidermis,nz210,False,168,74,0.44047619047619047,1,2001,mild
Epidermis,p1000,False,168,61,0.3630952380952381,1,2001,mild
Inflamm/Necrosis,cs2,False,59,22,0.3728813559322034,1,2001,mild
Inflamm/Necrosis,gt450,False,59,25,0.423728813559322,1,2001,mild
Inflamm/Necrosis,nz20,True,59,37,0.6271186440677966,1,2001,mild
Inflamm/Necrosis,nz210,False,59,23,0.3898305084745763,1,2001,mild
Inflamm/Necrosis,p1000,True,59,33,0.559322033898305,1,2001,mild
SCC,cs2,False,206,82,0.39805825242718446,1,2001,mild
SCC,gt450,True,206,124,0.6019417475728155,1,2001,mild
SCC,nz20,True,206,123,0.5970873786407767,1,2001,mild
SCC,nz210,False,206,80,0.3883495145631068,1,2001,mild
SCC,p1000,False,206,85,0.41262135922330095,1,2001,mild
Subcutis,cs2,True,72,45,0.625,1,2001,mild
Subcutis,gt450,False,72,30,0.4166666666666667,1,2001,mild
Subcutis,nz20,True,72,41,0.5694444444444444,1,2001,mild
Subcutis,nz210,False,72,25,0.3472222222222222,1,2001,mild
Subcutis,p1000,False,72,31,0.4305555555555556,1,2001,mild
Bone,cs2,True,34,30,0.8823529411764706,1,2001,moderate
Bone,gt450,False,34,9,0.2647058823529412,1,2001,moderate
Bone,nz20,True,34,24,0.7058823529411765,1,2001,moderate
Bone,nz210,False,34,5,0.14705882352941177,1,2001,moderate
Bone,p1000,False,34,6,0.17647058823529413,1,2001,moderate
Cartilage,cs2,True,2,2,1.0,1,2001,moderate
Cartilage,gt450,False,2,0,0.0,1,2001,moderate
Cartilage,nz20,False,2,0,0.0,1,2001,moderate
Cartilage,nz210,True,2,1,0.5,1,2001,moderate
Cartilage,p1000,False,2,1,0.5,1,2001,moderate
Dermis,cs2,True,75,61,0.8133333333333334,1,2001,moderate
Dermis,gt450,False,75,15,0.2,1,2001,moderate
Dermis,nz20,False,75,16,0.21333333333333335,1,2001,moderate
Dermis,nz210,True,75,59,0.7866666666666666,1,2001,moderate
Dermis,p1000,False,75,13,0.17333333333333334,1,2001,moderate
Epidermis,cs2,False,168,36,0.21428571428571427,1,2001,moderate
Epidermis,gt450,False,168,34,0.20238095238095238,1,2001,moderate
Epidermis,nz20,True,168,138,0.8214285714285714,1,2001,moderate
Epidermis,nz210,False,168,30,0.17857142857142858,1,2001,moderate
Epidermis,p1000,True,168,130,0.7738095238095238,1,2001,moderate
Inflamm/Necrosis,cs2,False,59,11,0.1864406779661017,1,2001,moderate
Inflamm/Necrosis,gt450,False,59,15,0.2542372881355932,1,2001,moderate
Inflamm/Necrosis,nz20,True,59,51,0.864406779661017,1,2001,moderate
Inflamm/Necrosis,nz210,False,59,9,0.15254237288135594,1,2001,moderate
Inflamm/Necrosis,p1000,True,59,43,0.7288135593220338,1,2001,moderate
SCC,cs2,True,206,164,0.7961165048543689,1,2001,moderate
SCC,gt450,False,206,44,0.21359223300970873,1,2001,moderate
SCC,nz20,True,206,165,0.8009708737864077,1,2001,moderate
SCC,nz210,False,206,37,0.1796116504854369,1,2001,moderate
SCC,p1000,False,206,42,0.20388349514563106,1,2001,moderate
Subcutis,cs2,False,72,14,0.19444444444444445,1,2001,moderate
Subcutis,gt450,True,72,58,0.8055555555555556,1,2001,moderate
Subcutis,nz20,True,72,57,0.7916666666666666,1,2001,moderate
Subcutis,nz210,False,72,19,0.2638888888888889,1,2001,moderate
Subcutis,p1000,False,72,10,0.1388888888888889,1,2001,moderate
Bone,cs2,True,34,32,0.9411764705882353,1,2001,severe
Bone,gt450,False,34,0,0.0,1,2001,severe
Bone,nz20,True,34,32,0.9411764705882353,1,2001,severe
Bone,nz210,False,34,3,0.08823529411764706,1,2001,severe
Bone,p1000,False,34,2,0.058823529411764705,1,2001,severe
Cartilage,cs2,False,2,1,0.5,1,2001,severe
Cartilage,gt450,True,2,1,0.5,1,2001,severe
Cartilage,nz20,False,2,0,0.0,1,2001,severe
Cartilage,nz210,False,2,0,0.0,1,2001,severe
Cartilage,p1000,True,2,2,1.0,1,2001,severe
Dermis,cs2,False,75,4,0.05333333333333334,1,2001,severe
Dermis,gt450,False,75,2,0.02666666666666667,1,2001,severe
Dermis,nz20,False,75,5,0.06666666666666667,1,2001,severe
Dermis,nz210,True,75,71,0.9466666666666667,1,2001,severe
Dermis,p1000,True,75,71,0.9466666666666667,1,2001,severe
Epidermis,cs2,True,168,159,0.9464285714285714,1,2001,severe
Epidermis,gt450,False,168,9,0.05357142857142857,1,2001,severe
Epidermis,nz20,False,168,7,0.041666666666666664,1,2001,severe
Epidermis,nz210,True,168,160,0.9523809523809523,1,2001,severe
Epidermis,p1000,False,168,9,0.05357142857142857,1,2001,severe
Inflamm/Necrosis,cs2,False,59,1,0.01694915254237288,1,2001,severe
Inflamm/Necrosis,gt450,False,59,4,0.06779661016949153,1,2001,severe
Inflamm/Necrosis,nz20,True,59,57,0.9661016949152542,1,2001,severe
Inflamm/Necrosis,nz210,True,59,55,0.9322033898305084,1,2001,severe
Inflamm/Necrosis,p1000,False,59,3,0.05084745762711865,1,2001,severe
SCC,cs2,False,206,13,0.06310679611650485,1,2001,severe
SCC,gt450,True,206,192,0.9320388349514563,1,2001,severe
SCC,nz20,False,206,8,0.038834951456310676,1,2001,severe
SCC,nz210,False,206,9,0.043689320388349516,1,2001,severe
SCC,p1000,True,206,199,0.9660194174757282,1,2001,severe
Subcutis,cs2,True,72,67,0.9305555555555556,1,2001,severe
Subcutis,gt450,False,72,2,0.027777777777777776,1,2001,severe
Subcutis,nz20,False,72,4,0.05555555555555555,1,2001,severe
Subcutis,nz210,True,72,69,0.9583333333333334,1,2001,severe
Subcutis,p1000,False,72,4,0.05555555555555555,1,2001,severe
Bone,cs2,False,34,15,0.4411764705882353,1,2002,mild
Bone,gt450,False,34,14,0.4117647058823529,1,2002,mild
Bone,nz20,False,34,11,0.3235294117647059,1,2002,mild
Bone,nz210,True,34,17,0.5,1,2002,mild
Bone,p1000,True,34,23,0.6764705882352942,1,2002,mild
Cartilage,cs2,True,2,1,0.5,1,2002,mild
Cartilage,gt450,False,2,2,1.0,1,2002,mild
Cartilage,nz20,False,2,0,0.0,1,2002,mild
Cartilage,nz210,True,2,1,0.5,1,2002,mild
Cartilage,p1000,False,2,0,0.0,1,2002,mild
Dermis,cs2,False,75,31,0.41333333333333333,1,2002,mild
Dermis,gt450,True,75,42,0.56,1,2002,mild
Dermis,nz20,False,75,26,0.3466666666666667,1,2002,mild
Dermis,nz210,True,75,48,0.64,1,2002,mild
Dermis,p1000,False,75,33,0.44,1,2002,mild
Epidermis,cs2,False,168,67,0.39880952380952384,1,2002,mild
Epidermis,gt450,True,168,100,0.5952380952380952,1,2002,mild
Epidermis,nz20,True,168,101,0.6011904761904762,1,2002,mild
Epidermis,nz210,False,168,65,0.3869047619047619,1,2002,mild
Epidermis,p1000,False,168,69,0.4107142857142857,1,2002,mild
Inflamm/Necrosis,cs2,True,59,36,0.6101694915254238,1,2002,mild
Inflamm/Necrosis,gt450,True,59,34,0.576271186440678,1,2002,mild
Inflamm/Necrosis,nz20,False,59,22,0.3728813559322034,1,2002,mild
Inflamm/Necrosis,nz210,False,59,23,0.3898305084745763,1,2002,mild
Inflamm/Necrosis,p1000,False,59,25,0.423728813559322,1,2002,mild
SCC,cs2,True,206,124,0.6019417475728155,1,2002,mild
SCC,gt450,False,206,74,0.3592233009708738,1,2002,mild
SCC,nz20,False,206,82,0.39805825242718446,1,2002,mild
SCC,nz210,False,206,91,0.441747572815534,1,2002,mild
SCC,p1000,True,206,123,0.5970873786407767,1,2002,mild
Subcutis,cs2,True,72,44,0.6111111111111112,1,2002,mild
Subcutis,gt450,True,72,42,0.5833333333333334,1,2002,mild
Subcutis,nz20,False,72,30,0.4166666666666667,1,2002,mild
Subcutis,nz210,False,72,27,0.375,1,2002,mild
Subcutis,p1000,False,72,29,0.4027777777777778,1,2002,mild
Bone,cs2,False,34,7,0.20588235294117646,1,2002,moderate
Bone,gt450,False,34,9,0.2647058823529412,1,2002,moderate
Bone,nz20,False,34,4,0.11764705882352941,1,2002,moderate
Bone,nz210,True,34,28,0.8235294117647058,1,2002,moderate
Bone,p1000,True,34,26,0.7647058823529411,1,2002,moderate
Cartilage,cs2,True,2,1,0.5,1,2002,moderate
Cartilage,gt450,False,2,1,0.5,1,2002,moderate
Cartilage,nz20,False,2,0,0.0,1,2002,moderate
Cartilage,nz210,False,2,0,0.0,1,2002,moderate
Cartilage,p1000,True,2,2,1.0,1,2002,moderate
Dermis,cs2,False,75,10,0.13333333333333333,1,2002,moderate
Dermis,gt450,True,75,58,0.7733333333333333,1,2002,moderate
Dermis,nz20,False,75,17,0.22666666666666666,1,2002,moderate
Dermis,nz210,False,75,17,0.22666666666666666,1,2002,moderate
Dermis,p1000,True,75,62,0.8266666666666667,1,2002,moderate
Epidermis,cs2,False,168,34,0.20238095238095238,1,2002,moderate
Epidermis,gt450,True,168,132,0.7857142857142857,1,2002,moderate
Epidermis,nz20,False,168,25,0.1488095238095238,1,2002,moderate
Epidermis,nz210,False,168,41,0.24404761904761904,1,2002,moderate
Epidermis,p1000,True,168,136,0.8095238095238095,1,2002,moderate
Inflamm/Necrosis,cs2,True,59,45,0.7627118644067796,1,2002,moderate
Inflamm/Necrosis,gt450,True,59,49,0.8305084745762712,1,2002,moderate
Inflamm/Necrosis,nz20,False,59,12,0.2033898305084746,1,2002,moderate
Inflamm/Necrosis,nz210,False,59,10,0.1694915254237288,1,2002,moderate
Inflamm/Necrosis,p1000,False,59,13,0.22033898305084745,1,2002,moderate
SCC,cs2,False,206,40,0.1941747572815534,1,2002,moderate
SCC,gt450,False,206,40,0.1941747572815534,1,2002,moderate
SCC,nz20,True,206,165,0.8009708737864077,1,2002,moderate
SCC,nz210,False,206,43,0.2087378640776699,1,2002,moderate
SCC,p1000,True,206,164,0.7961165048543689,1,2002,moderate
Subcutis,cs2,True,72,59,0.8194444444444444,1,2002,moderate
Subcutis,gt450,False,72,16,0.2222222222222222,1,2002,moderate
Subcutis,nz20,False,72,15,0.20833333333333334,1,2002,moderate
Subcutis,nz210,True,72,56,0.7777777777777778,1,2002,moderate
Subcutis,p1000,False,72,12,0.16666666666666666,1,2002,moderate
Bone,cs2,False,34,1,0.029411764705882353,1,2002,severe
Bone,gt450,False,34,3,0.08823529411764706,1,2002,severe
Bone,nz20,False,34,1,0.029411764705882353,1,2002,severe
Bone,nz210,True,34,30,0.8823529411764706,1,2002,severe
Bone,p1000,True,34,34,1.0,1,2002,severe
Cartilage,cs2,False,2,0,0.0,1,2002,severe
Cartilage,gt450,False,2,0,0.0,1,2002,severe
Cartilage,nz20,False,2,1,0.5,1,2002,severe
Cartilage,nz210,True,2,1,0.5,1,2002,severe
Cartilage,p1000,True,2,2,1.0,1,2002,severe
Dermis,cs2,True,75,72,0.96,1,2002,severe
Dermis,gt450,False,75,1,0.013333333333333334,1,2002,severe
Dermis,nz20,False,75,7,0.09333333333333334,1,2002,severe
Dermis,nz210,True,75,70,0.9333333333333333,1,2002,severe
Dermis,p1000,False,75,3,0.04,1,2002,severe
Epidermis,cs2,True,168,161,0.9583333333333334,1,2002,severe
Epidermis,gt450,False,168,8,0.047619047619047616,1,2002,severe
Epidermis,nz20,False,168,9,0.05357142857142857,1,2002,severe
Epidermis,nz210,True,168,158,0.9404761904761905,1,2002,severe
Epidermis,p1000,False,168,8,0.047619047619047616,1,2002,severe
Inflamm/Necrosis,cs2,False,59,0,0.0,1,2002,severe
Inflamm/Necrosis,gt450,True,59,55,0.9322033898305084,1,2002,severe
Inflamm/Necrosis,nz20,True,59,57,0.9661016949152542,1,2002,severe
Inflamm/Necrosis,nz210,False,59,5,0.0847457627118644,1,2002,severe
Inflamm/Necrosis,p1000,False,59,3,0.05084745762711865,1,2002,severe
SCC,cs2,True,206,197,0.9563106796116505,1,2002,severe
SCC,gt450,False,206,8,0.038834951456310676,1,2002,severe
SCC,nz20,False,206,12,0.05825242718446602,1,2002,severe
SCC,nz210,True,206,194,0.941747572815534,1,2002,severe
SCC,p1000,False,206,10,0.04854368932038835,1,2002,severe
Subcutis,cs2,False,72,6,0.08333333333333333,1,2002,severe
Subcutis,gt450,False,72,2,0.027777777777777776,1,2002,severe
Subcutis,nz20,False,72,2,0.027777777777777776,1,2002,severe
Subcutis,nz210,True,72,69,0.9583333333333334,1,2002,severe
Subcutis,p1000,True,72,67,0.9305555555555556,1,2002,severe
Bone,cs2,False,34,12,0.35294117647058826,1,2003,mild
Bone,gt450,True,34,21,0.6176470588235294,1,2003,mild
Bone,nz20,False,34,14,0.4117647058823529,1,2003,mild
Bone,nz210,True,34,19,0.5588235294117647,1,2003,mild
Bone,p1000,False,34,14,0.4117647058823529,1,2003,mild
Cartilage,cs2,True,2,1,0.5,1,2003,mild
Cartilage,gt450,False,2,0,0.0,1,2003,mild
Cartilage,nz20,True,2,1,0.5,1,2003,mild
Cartilage,nz210,False,2,0,0.0,1,2003,mild
Cartilage,p1000,False,2,2,1.0,1,2003,mild
Dermis,cs2,True,75,45,0.6,1,2003,mild
Dermis,gt450,False,75,31,0.41333333333333333,1,2003,mild
Dermis,nz20,False,75,31,0.41333333333333333,1,2003,mild
Dermis,nz210,True,75,45,0.6,1,2003,mild
Dermis,p1000,False,75,28,0.37333333333333335,1,2003,mild
Epidermis,cs2,False,168,65,0.3869047619047619,1,2003,mild
Epidermis,gt450,False,168,56,0.3333333333333333,1,2003,mild
Epidermis,nz20,True,168,96,0.5714285714285714,1,2003,mild
Epidermis,nz210,False,168,80,0.47619047619047616,1,2003,mild
Epidermis,p1000,True,168,105,0.625,1,2003,mild
Inflamm/Necrosis,cs2,True,59,35,0.5932203389830508,1,2003,mild
Inflamm/Necrosis,gt450,True,59,35,0.5932203389830508,1,2003,mild
Inflamm/Necrosis,nz20,False,59,20,0.3389830508474576,1,2003,mild
Inflamm/Necrosis,nz210,False,59,16,0.2711864406779661,1,2003,mild
Inflamm/Necrosis,p1000,False,59,34,0.576271186440678,1,2003,mild
SCC,cs2,True,206,125,0.6067961165048543,1,2003,mild
SCC,gt450,False,206,87,0.4223300970873786,1,2003,mild
SCC,nz20,True,206,122,0.5922330097087378,1,2003,mild
SCC,nz210,False,206,90,0.4368932038834951,1,2003,mild
SCC,p1000,False,206,70,0.33980582524271846,1,2003,mild
Subcutis,cs2,False,72,27,0.375,1,2003,mild
Subcutis,gt450,True,72,40,0.5555555555555556,1,2003,mild
Subcutis,nz20,True,72,46,0.6388888888888888,1,2003,mild
Subcutis,nz210,False,72,26,0.3611111111111111,1,2003,mild
Subcutis,p1000,False,72,33,0.4583333333333333,1,2003,mild
Bone,cs2,False,34,11,0.3235294117647059,1,2003,moderate
Bone,gt450,True,34,30,0.8823529411764706,1,2003,moderate
Bone,nz20,False,34,5,0.14705882352941177,1,2003,moderate
Bone,nz210,True,34,24,0.7058823529411765,1,2003,moderate
Bone,p1000,False,34,4,0.11764705882352941,1,2003,moderate
Cartilage,cs2,True,2,1,0.5,1,2003,moderate
Cartilage,gt450,True,2,2,1.0,1,2003,moderate
Cartilage,nz20,False,2,0,0.0,1,2003,moderate
Cartilage,nz210,False,2,0,0.0,1,2003,moderate
Cartilage,p1000,False,2,1,0.5,1,2003,moderate
Dermis,cs2,False,75,14,0.18666666666666668,1,2003,moderate
Dermis,gt450,True,75,62,0.8266666666666667,1,2003,moderate
Dermis,nz20,False,75,18,0.24,1,2003,moderate
Dermis,nz210,True,75,58,0.7733333333333333,1,2003,moderate
Dermis,p1000,False,75,12,0.16,1,2003,moderate
Epidermis,cs2,False,168,30,0.17857142857142858,1,2003,moderate
Epidermis,gt450,False,168,32,0.19047619047619047,1,2003,moderate
Epidermis,nz20,True,168,134,0.7976190476190477,1,2003,moderate
Epidermis,nz210,True,168,134,0.7976190476190477,1,2003,moderate
Epidermis,p1000,False,168,38,0.2261904761904762,1,2003,moderate
Inflamm/Necrosis,cs2,False,59,11,0.1864406779661017,1,2003,moderate
Inflamm/Necrosis,gt450,True,59,48,0.8135593220338984,1,2003,moderate
Inflamm/Necrosis,nz20,False,59,11,0.1864406779661017,1,2003,moderate
Inflamm/Necrosis,nz210,True,59,46,0.7796610169491526,1,2003,moderate
Inflamm/Necrosis,p1000,False,59,13,0.22033898305084745,1,2003,moderate
SCC,cs2,True,206,166,0.8058252427184466,1,2003,moderate
SCC,gt450,False,206,49,0.23786407766990292,1,2003,moderate
SCC,nz20,False,206,47,0.22815533980582525,1,2003,moderate
SCC,nz210,True,206,163,0.7912621359223301,1,2003,moderate
SCC,p1000,False,206,27,0.13106796116504854,1,2003,moderate
Subcutis,cs2,False,72,16,0.2222222222222222,1,2003,moderate
Subcutis,gt450,False,72,14,0.19444444444444445,1,2003,moderate
Subcutis,nz20,False,72,13,0.18055555555555555,1,2003,moderate
Subcutis,nz210,True,72,58,0.8055555555555556,1,2003,moderate
Subcutis,p1000,True,72,57,0.7916666666666666,1,2003,moderate
Bone,cs2,False,34,3,0.08823529411764706,1,2003,severe
Bone,gt450,True,34,31,0.9117647058823529,1,2003,severe
Bone,nz20,False,34,2,0.058823529411764705,1,2003,severe
Bone,nz210,True,34,33,0.9705882352941176,1,2003,severe
Bone,p1000,False,34,0,0.0,1,2003,severe
Cartilage,cs2,False,2,0,0.0,1,2003,severe
Cartilage,gt450,True,2,2,1.0,1,2003,severe
Cartilage,nz20,True,2,1,0.5,1,2003,severe
Cartilage,nz210,False,2,1,0.5,1,2003,severe
Cartilage,p1000,False,2,0,0.0,1,2003,severe
Dermis,cs2,True,75,71,0.9466666666666667,1,2003,severe
Dermis,gt450,False,75,3,0.04,1,2003,severe
Dermis,nz20,False,75,6,0.08,1,2003,severe
Dermis,nz210,False,75,2,0.02666666666666667,1,2003,severe
Dermis,p1000,True,75,71,0.9466666666666667,1,2003,severe
Epidermis,cs2,False,168,8,0.047619047619047616,1,2003,severe
Epidermis,gt450,False,168,9,0.05357142857142857,1,2003,severe
Epidermis,nz20,True,168,158,0.9404761904761905,1,2003,severe
Epidermis,nz210,False,168,8,0.047619047619047616,1,2003,severe
Epidermis,p1000,True,168,161,0.9583333333333334,1,2003,severe
Inflamm/Necrosis,cs2,True,59,56,0.9491525423728814,1,2003,severe
Inflamm/Necrosis,gt450,True,59,56,0.9491525423728814,1,2003,severe
Inflamm/Necrosis,nz20,False,59,2,0.03389830508474576,1,2003,severe
Inflamm/Necrosis,nz210,False,59,4,0.06779661016949153,1,2003,severe
Inflamm/Necrosis,p1000,False,59,2,0.03389830508474576,1,2003,severe
SCC,cs2,False,206,10,0.04854368932038835,1,2003,severe
SCC,gt450,False,206,11,0.05339805825242718,1,2003,severe
SCC,nz20,False,206,9,0.043689320388349516,1,2003,severe
SCC,nz210,True,206,194,0.941747572815534,1,2003,severe
SCC,p1000,True,206,197,0.9563106796116505,1,2003,severe
Subcutis,cs2,False,72,4,0.05555555555555555,1,2003,severe
Subcutis,gt450,False,72,4,0.05555555555555555,1,2003,severe
Subcutis,nz20,True,72,70,0.9722222222222222,1,2003,severe
Subcutis,nz210,False,72,2,0.027777777777777776,1,2003,severe
Subcutis,p1000,True,72,66,0.9166666666666666,1,2003,severe
Bone,cs2,False,34,14,0.4117647058823529,1,2004,mild
Bone,gt450,False,34,16,0.47058823529411764,1,2004,mild
Bone,nz20,True,34,21,0.6176470588235294,1,2004,mild
Bone,nz210,True,34,19,0.5588235294117647,1,2004,mild
Bone,p1000,False,34,10,0.29411764705882354,1,2004,mild
Cartilage,cs2,True,2,1,0.5,1,2004,mild
Cartilage,gt450,False,2,0,0.0,1,2004,mild
Cartilage,nz20,False,2,1,0.5,1,2004,mild
Cartilage,nz210,False,2,1,0.5,1,2004,mild
Cartilage,p1000,True,2,1,0.5,1,2004,mild
Dermis,cs2,True,75,47,0.6266666666666667,1,2004,mild
Dermis,gt450,False,75,31,0.41333333333333333,1,2004,mild
Dermis,nz20,True,75,43,0.5733333333333334,1,2004,mild
Dermis,nz210,False,75,32,0.4266666666666667,1,2004,mild
Dermis,p1000,False,75,27,0.36,1,2004,mild
Epidermis,cs2,False,168,70,0.4166666666666667,1,2004,mild
Epidermis,gt450,True,168,98,0.5833333333333334,1,2004,mild
Epidermis,nz20,False,168,71,0.4226190476190476,1,2004,mild
Epidermis,nz210,True,168,103,0.6130952380952381,1,2004,mild
Epidermis,p1000,False,168,60,0.35714285714285715,1,2004,mild
Inflamm/Necrosis,cs2,False,59,22,0.3728813559322034,1,2004,mild
Inflamm/Necrosis,gt450,False,59,25,0.423728813559322,1,2004,mild
Inflamm/Necrosis,nz20,False,59,23,0.3898305084745763,1,2004,mild
Inflamm/Necrosis,nz210,True,59,29,0.4915254237288136,1,2004,mild
Inflamm/Necrosis,p1000,True,59,41,0.6949152542372882,1,2004,mild
SCC,cs2,False,206,89,0.4320388349514563,1,2004,mild
SCC,gt450,False,206,73,0.35436893203883496,1,2004,mild
SCC,nz20,False,206,85,0.41262135922330095,1,2004,mild
