contrast_type,contrast_id,acquisition_dim,cross_covariance_weight,metric,fold,fold_mean,n_slides
dimension_by_weight_interaction,dim2_vs_dim64_by_xcov0p05_vs_xcov0,2,0.05,biological_retrieval_top1_worst,0,-0.005946507635312223,8
dimension_by_weight_interaction,dim2_vs_dim64_by_xcov0p05_vs_xcov0,2,0.05,biological_retrieval_top1_worst,1,-0.001663763688853311,9
dimension_by_weight_interaction,dim2_vs_dim64_by_xcov0p05_vs_xcov0,2,0.05,biological_retrieval_top1_worst,2,-0.0013916947250280796,9
dimension_by_weight_interaction,dim2_vs_dim64_by_xcov0p05_vs_xcov0,2,0.05,biological_retrieval_top1_worst,3,-0.004302641802641764,9
dimension_by_weight_interaction,dim2_vs_dim64_by_xcov0p05_vs_xcov0,2,0.05,biological_retrieval_top1_worst,4,-0.0080576089989099,9
dimension_by_weight_interaction,dim2_vs_dim64_by_xcov0p05_vs_xcov0,2,0.05,branch_cross_covariance_rms,0,0.008287628553807738,8
dimension_by_weight_interaction,dim2_vs_dim64_by_xcov0p05_vs_xcov0,2,0.05,branch_cross_covariance_rms,1,0.006897498667240134,9
dimension_by_weight_interaction,dim2_vs_dim64_by_xcov0p05_vs_xcov0,2,0.05,branch_cross_covariance_rms,2,0.010451359219021274,9
dimension_by_weight_interaction,dim2_vs_dim64_by_xcov0p05_vs_xcov0,2,0.05,branch_cross_covariance_rms,3,0.009043806625737083,9
dimension_by_weight_interaction,dim2_vs_dim64_by_xcov0p05_vs_xcov0,2,0.05,branch_cross_covariance_rms,4,0.010653474595811622,9
dimension_by_weight_interaction,dim2_vs_dim64_by_xcov0p2_vs_xcov0,2,0.2,biological_scanner_probe_accuracy,0,-0.0029227131712900242,8
dimension_by_weight_interaction,dim2_vs_dim64_by_xcov0p2_vs_xcov0,2,0.2,biological_scanner_probe_accuracy,1,-0.014408419802685023,9
dimension_by_weight_interaction,dim2_vs_dim64_by_xcov0p2_vs_xcov0,2,0.2,biological_scanner_probe_accuracy,2,0.009545874951672053,9
dimension_by_weight_interaction,dim2_vs_dim64_by_xcov0p2_vs_xcov0,2,0.2,biological_scanner_probe_accuracy,3,-0.03622005479900219,9
dimension_by_weight_interaction,dim2_vs_dim64_by_xcov0p2_vs_xcov0,2,0.2,biological_scanner_probe_accuracy,4,-0.007703124773457927,9
dimension_by_weight_interaction,dim2_vs_dim64_by_xcov0p2_vs_xcov0,2,0.2,acquisition_scanner_probe_accuracy,0,-0.008461288816601936,8
dimension_by_weight_interaction,dim2_vs_dim64_by_xcov0p2_vs_xcov0,2,0.2,acquisition_scanner_probe_accuracy,1,0.017750403585529016,9
dimension_by_weight_interaction,dim2_vs_dim64_by_xcov0p2_vs_xcov0,2,0.2,acquisition_scanner_probe_accuracy,2,-0.010966137727007323,9
dimension_by_weight_interaction,dim2_vs_dim64_by_xcov0p2_vs_xcov0,2,0.2,acquisition_scanner_probe_accuracy,3,-0.022750243908138637,9
dimension_by_weight_interaction,dim2_vs_dim64_by_xcov0p2_vs_xcov0,2,0.2,acquisition_scanner_probe_accuracy,4,0.03713821163918116,9
dimension_by_weight_interaction,dim2_vs_dim64_by_xcov0p2_vs_xcov0,2,0.2,biological_category_probe_accuracy,0,-0.004808349146110051,8
dimension_by_weight_interaction,dim2_vs_dim64_by_xcov0p2_vs_xcov0,2,0.2,biological_category_probe_accuracy,1,0.006263288284793679,9
dimension_by_weight_interaction,dim2_vs_dim64_by_xcov0p2_vs_xcov0,2,0.2,biological_category_probe_accuracy,2,-0.004483692903982767,9
dimension_by_weight_interaction,dim2_vs_dim64_by_xcov0p2_vs_xcov0,2,0.2,biological_category_probe_accuracy,3,-0.01270761402340348,9
dimension_by_weight_interaction,dim2_vs_dim64_by_xcov0p2_vs_xcov0,2,0.2,biological_category_probe_accuracy,4,0.0015904461404196851,9
dimension_by_weight_interaction,dim2_vs_dim64_by_xcov0p2_vs_xcov0,2,0.2,acquisition_category_probe_accuracy,0,0.02973564049275623,8
dimension_by_weight_interaction,dim2_vs_dim64_by_xcov0p2_vs_xcov0,2,0.2,acquisition_category_probe_accuracy,1,0.11728970723952803,9
dimension_by_weight_interaction,dim2_vs_dim64_by_xcov0p2_vs_xcov0,2,0.2,acquisition_category_probe_accuracy,2,0.1023116159203116,9
dimension_by_weight_interaction,dim2_vs_dim64_by_xcov0p2_vs_xcov0,2,0.2,acquisition_category_probe_accuracy,3,0.12773601836759732,9
dimension_by_weight_interaction,dim2_vs_dim64_by_xcov0p2_vs_xcov0,2,0.2,acquisition_category_probe_accuracy,4,0.06098037906886838,9
dimension_by_weight_interaction,dim2_vs_dim64_by_xcov0p2_vs_xcov0,2,0.2,biological_pair_cosine_average,0,0.0016301298850799617,8
dimension_by_weight_interaction,dim2_vs_dim64_by_xcov0p2_vs_xcov0,2,0.2,biological_pair_cosine_average,1,0.0015741684787214567,9
dimension_by_weight_interaction,dim2_vs_dim64_by_xcov0p2_vs_xcov0,2,0.2,biological_pair_cosine_average,2,0.0021556213430992616,9
dimension_by_weight_interaction,dim2_vs_dim64_by_xcov0p2_vs_xcov0,2,0.2,biological_pair_cosine_average,3,0.001146283385745998,9
dimension_by_weight_interaction,dim2_vs_dim64_by_xcov0p2_vs_xcov0,2,0.2,biological_pair_cosine_average,4,0.0013852771883755678,9
dimension_by_weight_interaction,dim2_vs_dim64_by_xcov0p2_vs_xcov0,2,0.2,biological_pair_cosine_worst,0,0.0009506192077589903,8
dimension_by_weight_interaction,dim2_vs_dim64_by_xcov0p2_vs_xcov0,2,0.2,biological_pair_cosine_worst,1,0.0017597507761253103,9
dimension_by_weight_interaction,dim2_vs_dim64_by_xcov0p2_vs_xcov0,2,0.2,biological_pair_cosine_worst,2,0.002227103547495347,9
dimension_by_weight_interaction,dim2_vs_dim64_by_xcov0p2_vs_xcov0,2,0.2,biological_pair_cosine_worst,3,0.0016588394844998214,9
dimension_by_weight_interaction,dim2_vs_dim64_by_xcov0p2_vs_xcov0,2,0.2,biological_pair_cosine_worst,4,0.0011659702146902015,9
dimension_by_weight_interaction,dim2_vs_dim64_by_xcov0p2_vs_xcov0,2,0.2,biological_retrieval_top1_average,0,-0.0009820468509984387,8
dimension_by_weight_interaction,dim2_vs_dim64_by_xcov0p2_vs_xcov0,2,0.2,biological_retrieval_top1_average,1,-0.0022477724054785395,9
dimension_by_weight_interaction,dim2_vs_dim64_by_xcov0p2_vs_xcov0,2,0.2,biological_retrieval_top1_average,2,7.042876608058061e-06,9
dimension_by_weight_interaction,dim2_vs_dim64_by_xcov0p2_vs_xcov0,2,0.2,biological_retrieval_top1_average,3,0.0014493415940783165,9
dimension_by_weight_interaction,dim2_vs_dim64_by_xcov0p2_vs_xcov0,2,0.2,biological_retrieval_top1_average,4,-0.0015568256162298288,9
dimension_by_weight_interaction,dim2_vs_dim64_by_xcov0p2_vs_xcov0,2,0.2,biological_retrieval_top1_worst,0,-0.0030579086473298406,8
dimension_by_weight_interaction,dim2_vs_dim64_by_xcov0p2_vs_xcov0,2,0.2,biological_retrieval_top1_worst,1,-0.003339700920346103,9
dimension_by_weight_interaction,dim2_vs_dim64_by_xcov0p2_vs_xcov0,2,0.2,biological_retrieval_top1_worst,2,0.00404499821166488,9
dimension_by_weight_interaction,dim2_vs_dim64_by_xcov0p2_vs_xcov0,2,0.2,biological_retrieval_top1_worst,3,-0.00918220668220667,9
dimension_by_weight_interaction,dim2_vs_dim64_by_xcov0p2_vs_xcov0,2,0.2,biological_retrieval_top1_worst,4,-0.00795234718731984,9
dimension_by_weight_interaction,dim2_vs_dim64_by_xcov0p2_vs_xcov0,2,0.2,branch_cross_covariance_rms,0,0.014549488388001918,8
dimension_by_weight_interaction,dim2_vs_dim64_by_xcov0p2_vs_xcov0,2,0.2,branch_cross_covariance_rms,1,0.014583252867062888,9
dimension_by_weight_interaction,dim2_vs_dim64_by_xcov0p2_vs_xcov0,2,0.2,branch_cross_covariance_rms,2,0.018139347930749256,9
dimension_by_weight_interaction,dim2_vs_dim64_by_xcov0p2_vs_xcov0,2,0.2,branch_cross_covariance_rms,3,0.017569750381840603,9
dimension_by_weight_interaction,dim2_vs_dim64_by_xcov0p2_vs_xcov0,2,0.2,branch_cross_covariance_rms,4,0.017641950150330852,9
dimension_marginal,dim32_minus_dim64,32,,biological_scanner_probe_accuracy,0,-0.005609326526309459,8
dimension_marginal,dim32_minus_dim64,32,,biological_scanner_probe_accuracy,1,0.015182411243343137,9
dimension_marginal,dim32_minus_dim64,32,,biological_scanner_probe_accuracy,2,0.008496521996521999,9
dimension_marginal,dim32_minus_dim64,32,,biological_scanner_probe_accuracy,3,0.011269878269878261,9
dimension_marginal,dim32_minus_dim64,32,,biological_scanner_probe_accuracy,4,0.007681917862774544,9
dimension_marginal,dim32_minus_dim64,32,,acquisition_scanner_probe_accuracy,0,-0.0019623505316104795,8
dimension_marginal,dim32_minus_dim64,32,,acquisition_scanner_probe_accuracy,1,-0.0018599059686275805,9
dimension_marginal,dim32_minus_dim64,32,,acquisition_scanner_probe_accuracy,2,-0.007907086025443556,9
dimension_marginal,dim32_minus_dim64,32,,acquisition_scanner_probe_accuracy,3,-0.002303003039845159,9
dimension_marginal,dim32_minus_dim64,32,,acquisition_scanner_probe_accuracy,4,-0.004620201329291184,9
dimension_marginal,dim32_minus_dim64,32,,biological_category_probe_accuracy,0,-2.0441151370951746e-05,8
dimension_marginal,dim32_minus_dim64,32,,biological_category_probe_accuracy,1,-0.014567554928367291,9
dimension_marginal,dim32_minus_dim64,32,,biological_category_probe_accuracy,2,0.01398648202754479,9
dimension_marginal,dim32_minus_dim64,32,,biological_category_probe_accuracy,3,0.005042783726994269,9
dimension_marginal,dim32_minus_dim64,32,,biological_category_probe_accuracy,4,-3.930856624903864e-05,9
dimension_marginal,dim32_minus_dim64,32,,acquisition_category_probe_accuracy,0,-0.025348681766613465,8
dimension_marginal,dim32_minus_dim64,32,,acquisition_category_probe_accuracy,1,-0.09309666023166621,9
dimension_marginal,dim32_minus_dim64,32,,acquisition_category_probe_accuracy,2,-0.06856019834522248,9
dimension_marginal,dim32_minus_dim64,32,,acquisition_category_probe_accuracy,3,-0.09741596025806556,9
dimension_marginal,dim32_minus_dim64,32,,acquisition_category_probe_accuracy,4,-0.06256413532258176,9
dimension_marginal,dim32_minus_dim64,32,,biological_pair_cosine_average,0,0.0009952027840841732,8
dimension_marginal,dim32_minus_dim64,32,,biological_pair_cosine_average,1,0.0020261099261752458,9
dimension_marginal,dim32_minus_dim64,32,,biological_pair_cosine_average,2,0.0013437990178599701,9
dimension_marginal,dim32_minus_dim64,32,,biological_pair_cosine_average,3,0.0027862432697929812,9
dimension_marginal,dim32_minus_dim64,32,,biological_pair_cosine_average,4,0.00266778663398495,9
dimension_marginal,dim32_minus_dim64,32,,biological_pair_cosine_worst,0,0.001251149543383942,8
dimension_marginal,dim32_minus_dim64,32,,biological_pair_cosine_worst,1,0.0032668801565653377,9
dimension_marginal,dim32_minus_dim64,32,,biological_pair_cosine_worst,2,0.001834494216039601,9
dimension_marginal,dim32_minus_dim64,32,,biological_pair_cosine_worst,3,0.004016177393960553,9
dimension_marginal,dim32_minus_dim64,32,,biological_pair_cosine_worst,4,0.001711705420683724,9
dimension_marginal,dim32_minus_dim64,32,,biological_retrieval_top1_average,0,-0.0010116631778159385,8
dimension_marginal,dim32_minus_dim64,32,,biological_retrieval_top1_average,1,0.0022372760652330393,9
dimension_marginal,dim32_minus_dim64,32,,biological_retrieval_top1_average,2,0.0027790184185111488,9
dimension_marginal,dim32_minus_dim64,32,,biological_retrieval_top1_average,3,-0.0010491214438583312,9
dimension_marginal,dim32_minus_dim64,32,,biological_retrieval_top1_average,4,-0.0021195965072808975,9
dimension_marginal,dim32_minus_dim64,32,,biological_retrieval_top1_worst,0,-0.004717917633003013,8
dimension_marginal,dim32_minus_dim64,32,,biological_retrieval_top1_worst,1,0.007876669328282274,9
dimension_marginal,dim32_minus_dim64,32,,biological_retrieval_top1_worst,2,0.007464832090435963,9
dimension_marginal,dim32_minus_dim64,32,,biological_retrieval_top1_worst,3,0.007254665412560208,9
dimension_marginal,dim32_minus_dim64,32,,biological_retrieval_top1_worst,4,-0.00040389876514208064,9
dimension_marginal,dim32_minus_dim64,32,,branch_cross_covariance_rms,0,-0.007584682479500775,8
dimension_marginal,dim32_minus_dim64,32,,branch_cross_covariance_rms,1,-0.008047513498200322,9
dimension_marginal,dim32_minus_dim64,32,,branch_cross_covariance_rms,2,-0.009081397012427994,9
dimension_marginal,dim32_minus_dim64,32,,branch_cross_covariance_rms,3,-0.008225627519466254,9
dimension_marginal,dim32_minus_dim64,32,,branch_cross_covariance_rms,4,-0.008428549269835151,9
dimension_by_weight_interaction,dim32_vs_dim64_by_xcov0p05_vs_xcov0,32,0.05,biological_scanner_probe_accuracy,0,-0.0014297159724104558,8
dimension_by_weight_interaction,dim32_vs_dim64_by_xcov0p05_vs_xcov0,32,0.05,biological_scanner_probe_accuracy,1,0.008011386462999363,9
dimension_by_weight_interaction,dim32_vs_dim64_by_xcov0p05_vs_xcov0,32,0.05,biological_scanner_probe_accuracy,2,0.012691900155668246,9
dimension_by_weight_interaction,dim32_vs_dim64_by_xcov0p05_vs_xcov0,32,0.05,biological_scanner_probe_accuracy,3,0.009872373240794288,9
dimension_by_weight_interaction,dim32_vs_dim64_by_xcov0p05_vs_xcov0,32,0.05,biological_scanner_probe_accuracy,4,0.0171699831985395,9
dimension_by_weight_interaction,dim32_vs_dim64_by_xcov0p05_vs_xcov0,32,0.05,acquisition_scanner_probe_accuracy,0,0.006331255082678192,8
dimension_by_weight_interaction,dim32_vs_dim64_by_xcov0p05_vs_xcov0,32,0.05,acquisition_scanner_probe_accuracy,1,-0.001425761680242024,9
dimension_by_weight_interaction,dim32_vs_dim64_by_xcov0p05_vs_xcov0,32,0.05,acquisition_scanner_probe_accuracy,2,-0.0031631642646135433,9
dimension_by_weight_interaction,dim32_vs_dim64_by_xcov0p05_vs_xcov0,32,0.05,acquisition_scanner_probe_accuracy,3,-0.003976152502468312,9
dimension_by_weight_interaction,dim32_vs_dim64_by_xcov0p05_vs_xcov0,32,0.05,acquisition_scanner_probe_accuracy,4,-0.0013308995357294141,9
dimension_by_weight_interaction,dim32_vs_dim64_by_xcov0p05_vs_xcov0,32,0.05,biological_category_probe_accuracy,0,0.005831247552784543,8
dimension_by_weight_interaction,dim32_vs_dim64_by_xcov0p05_vs_xcov0,32,0.05,biological_category_probe_accuracy,1,-0.0025873893795040964,9
dimension_by_weight_interaction,dim32_vs_dim64_by_xcov0p05_vs_xcov0,32,0.05,biological_category_probe_accuracy,2,-0.010466324872121957,9
dimension_by_weight_interaction,dim32_vs_dim64_by_xcov0p05_vs_xcov0,32,0.05,biological_category_probe_accuracy,3,-0.01355566655566659,9
dimension_by_weight_interaction,dim32_vs_dim64_by_xcov0p05_vs_xcov0,32,0.05,biological_category_probe_accuracy,4,0.005101124805690301,9
dimension_by_weight_interaction,dim32_vs_dim64_by_xcov0p05_vs_xcov0,32,0.05,acquisition_category_probe_accuracy,0,-0.002722372820095801,8
dimension_by_weight_interaction,dim32_vs_dim64_by_xcov0p05_vs_xcov0,32,0.05,acquisition_category_probe_accuracy,1,-0.06478380175512793,9
dimension_by_weight_interaction,dim32_vs_dim64_by_xcov0p05_vs_xcov0,32,0.05,acquisition_category_probe_accuracy,2,-0.04273528618456154,9
dimension_by_weight_interaction,dim32_vs_dim64_by_xcov0p05_vs_xcov0,32,0.05,acquisition_category_probe_accuracy,3,-0.02014227877385773,9
dimension_by_weight_interaction,dim32_vs_dim64_by_xcov0p05_vs_xcov0,32,0.05,acquisition_category_probe_accuracy,4,-0.032480416933087466,9
dimension_by_weight_interaction,dim32_vs_dim64_by_xcov0p05_vs_xcov0,32,0.05,biological_pair_cosine_average,0,0.00038406475126857853,8
dimension_by_weight_interaction,dim32_vs_dim64_by_xcov0p05_vs_xcov0,32,0.05,biological_pair_cosine_average,1,0.00048013231227406195,9
dimension_by_weight_interaction,dim32_vs_dim64_by_xcov0p05_vs_xcov0,32,0.05,biological_pair_cosine_average,2,0.0008307511604456073,9
dimension_by_weight_interaction,dim32_vs_dim64_by_xcov0p05_vs_xcov0,32,0.05,biological_pair_cosine_average,3,0.0012569085186782372,9
dimension_by_weight_interaction,dim32_vs_dim64_by_xcov0p05_vs_xcov0,32,0.05,biological_pair_cosine_average,4,0.0011469118654096795,9
dimension_by_weight_interaction,dim32_vs_dim64_by_xcov0p05_vs_xcov0,32,0.05,biological_pair_cosine_worst,0,0.0005885006864409376,8
dimension_by_weight_interaction,dim32_vs_dim64_by_xcov0p05_vs_xcov0,32,0.05,biological_pair_cosine_worst,1,-6.022962300525039e-05,9
dimension_by_weight_interaction,dim32_vs_dim64_by_xcov0p05_vs_xcov0,32,0.05,biological_pair_cosine_worst,2,0.0006730856033614834,9
dimension_by_weight_interaction,dim32_vs_dim64_by_xcov0p05_vs_xcov0,32,0.05,biological_pair_cosine_worst,3,0.0008608685166895021,9
dimension_by_weight_interaction,dim32_vs_dim64_by_xcov0p05_vs_xcov0,32,0.05,biological_pair_cosine_worst,4,0.0013832169019071003,9
dimension_by_weight_interaction,dim32_vs_dim64_by_xcov0p05_vs_xcov0,32,0.05,biological_retrieval_top1_average,0,-0.00036150078310896727,8
dimension_by_weight_interaction,dim32_vs_dim64_by_xcov0p05_vs_xcov0,32,0.05,biological_retrieval_top1_average,1,6.290530125657106e-05,9
dimension_by_weight_interaction,dim32_vs_dim64_by_xcov0p05_vs_xcov0,32,0.05,biological_retrieval_top1_average,2,-0.00026616640203601535,9
dimension_by_weight_interaction,dim32_vs_dim64_by_xcov0p05_vs_xcov0,32,0.05,biological_retrieval_top1_average,3,0.0011379687563898041,9
dimension_by_weight_interaction,dim32_vs_dim64_by_xcov0p05_vs_xcov0,32,0.05,biological_retrieval_top1_average,4,-0.002540566666426066,9
dimension_by_weight_interaction,dim32_vs_dim64_by_xcov0p05_vs_xcov0,32,0.05,biological_retrieval_top1_worst,0,-0.0006792340592151336,8
dimension_by_weight_interaction,dim32_vs_dim64_by_xcov0p05_vs_xcov0,32,0.05,biological_retrieval_top1_worst,1,-0.000555854606033838,9
dimension_by_weight_interaction,dim32_vs_dim64_by_xcov0p05_vs_xcov0,32,0.05,biological_retrieval_top1_worst,2,0.0012988299944821893,9
dimension_by_weight_interaction,dim32_vs_dim64_by_xcov0p05_vs_xcov0,32,0.05,biological_retrieval_top1_worst,3,-0.0012099742362900272,9
dimension_by_weight_interaction,dim32_vs_dim64_by_xcov0p05_vs_xcov0,32,0.05,biological_retrieval_top1_worst,4,-0.013311704453957228,9
dimension_by_weight_interaction,dim32_vs_dim64_by_xcov0p05_vs_xcov0,32,0.05,branch_cross_covariance_rms,0,-0.004048701748251917,8
dimension_by_weight_interaction,dim32_vs_dim64_by_xcov0p05_vs_xcov0,32,0.05,branch_cross_covariance_rms,1,-0.004608137243323859,9
dimension_by_weight_interaction,dim32_vs_dim64_by_xcov0p05_vs_xcov0,32,0.05,branch_cross_covariance_rms,2,-0.00531759361426035,9
dimension_by_weight_interaction,dim32_vs_dim64_by_xcov0p05_vs_xcov0,32,0.05,branch_cross_covariance_rms,3,-0.005959541267818877,9
dimension_by_weight_interaction,dim32_vs_dim64_by_xcov0p05_vs_xcov0,32,0.05,branch_cross_covariance_rms,4,-0.00465004675918156,9
dimension_by_weight_interaction,dim32_vs_dim64_by_xcov0p2_vs_xcov0,32,0.2,biological_scanner_probe_accuracy,0,0.01162400981898136,8
dimension_by_weight_interaction,dim32_vs_dim64_by_xcov0p2_vs_xcov0,32,0.2,biological_scanner_probe_accuracy,1,-0.004408234139416921,9
dimension_by_weight_interaction,dim32_vs_dim64_by_xcov0p2_vs_xcov0,32,0.2,biological_scanner_probe_accuracy,2,0.0074235190467074235,9
dimension_by_weight_interaction,dim32_vs_dim64_by_xcov0p2_vs_xcov0,32,0.2,biological_scanner_probe_accuracy,3,-0.009345578398209998,9
dimension_by_weight_interaction,dim32_vs_dim64_by_xcov0p2_vs_xcov0,32,0.2,biological_scanner_probe_accuracy,4,0.018537765346861055,9
dimension_by_weight_interaction,dim32_vs_dim64_by_xcov0p2_vs_xcov0,32,0.2,acquisition_scanner_probe_accuracy,0,0.010091443028824448,8
dimension_by_weight_interaction,dim32_vs_dim64_by_xcov0p2_vs_xcov0,32,0.2,acquisition_scanner_probe_accuracy,1,0.00854812385278335,9
dimension_by_weight_interaction,dim32_vs_dim64_by_xcov0p2_vs_xcov0,32,0.2,acquisition_scanner_probe_accuracy,2,0.002173093680340071,9
dimension_by_weight_interaction,dim32_vs_dim64_by_xcov0p2_vs_xcov0,32,0.2,acquisition_scanner_probe_accuracy,3,-0.005483726799516265,9
dimension_by_weight_interaction,dim32_vs_dim64_by_xcov0p2_vs_xcov0,32,0.2,acquisition_scanner_probe_accuracy,4,0.004328792829409813,9
dimension_by_weight_interaction,dim32_vs_dim64_by_xcov0p2_vs_xcov0,32,0.2,biological_category_probe_accuracy,0,-0.006424128791301463,8
dimension_by_weight_interaction,dim32_vs_dim64_by_xcov0p2_vs_xcov0,32,0.2,biological_category_probe_accuracy,1,-0.003535612535612551,9
dimension_by_weight_interaction,dim32_vs_dim64_by_xcov0p2_vs_xcov0,32,0.2,biological_category_probe_accuracy,2,-0.01957594069912912,9
dimension_by_weight_interaction,dim32_vs_dim64_by_xcov0p2_vs_xcov0,32,0.2,biological_category_probe_accuracy,3,-0.01804274672695727,9
dimension_by_weight_interaction,dim32_vs_dim64_by_xcov0p2_vs_xcov0,32,0.2,biological_category_probe_accuracy,4,0.012135370071559034,9
dimension_by_weight_interaction,dim32_vs_dim64_by_xcov0p2_vs_xcov0,32,0.2,acquisition_category_probe_accuracy,0,-0.015461853558627756,8
dimension_by_weight_interaction,dim32_vs_dim64_by_xcov0p2_vs_xcov0,32,0.2,acquisition_category_probe_accuracy,1,-0.04867667471251701,9
dimension_by_weight_interaction,dim32_vs_dim64_by_xcov0p2_vs_xcov0,32,0.2,acquisition_category_probe_accuracy,2,-0.043445276677160714,9
dimension_by_weight_interaction,dim32_vs_dim64_by_xcov0p2_vs_xcov0,32,0.2,acquisition_category_probe_accuracy,3,-0.03461586366849525,9
dimension_by_weight_interaction,dim32_vs_dim64_by_xcov0p2_vs_xcov0,32,0.2,acquisition_category_probe_accuracy,4,-0.013838988296241965,9
dimension_by_weight_interaction,dim32_vs_dim64_by_xcov0p2_vs_xcov0,32,0.2,biological_pair_cosine_average,0,0.0010705031266771692,8
dimension_by_weight_interaction,dim32_vs_dim64_by_xcov0p2_vs_xcov0,32,0.2,biological_pair_cosine_average,1,-0.0002594724738537415,9
dimension_by_weight_interaction,dim32_vs_dim64_by_xcov0p2_vs_xcov0,32,0.2,biological_pair_cosine_average,2,0.0007533920614695649,9
dimension_by_weight_interaction,dim32_vs_dim64_by_xcov0p2_vs_xcov0,32,0.2,biological_pair_cosine_average,3,0.0011669603042913214,9
dimension_by_weight_interaction,dim32_vs_dim64_by_xcov0p2_vs_xcov0,32,0.2,biological_pair_cosine_average,4,0.0009564148883394679,9
dimension_by_weight_interaction,dim32_vs_dim64_by_xcov0p2_vs_xcov0,32,0.2,biological_pair_cosine_worst,0,0.0009485359197670684,8
dimension_by_weight_interaction,dim32_vs_dim64_by_xcov0p2_vs_xcov0,32,0.2,biological_pair_cosine_worst,1,-0.0009971716354429826,9
dimension_by_weight_interaction,dim32_vs_dim64_by_xcov0p2_vs_xcov0,32,0.2,biological_pair_cosine_worst,2,0.0006759727834440997,9
dimension_by_weight_interaction,dim32_vs_dim64_by_xcov0p2_vs_xcov0,32,0.2,biological_pair_cosine_worst,3,0.0012625181570248218,9
dimension_by_weight_interaction,dim32_vs_dim64_by_xcov0p2_vs_xcov0,32,0.2,biological_pair_cosine_worst,4,0.0008541373316991699,9
dimension_by_weight_interaction,dim32_vs_dim64_by_xcov0p2_vs_xcov0,32,0.2,biological_retrieval_top1_average,0,-0.00015191560495167455,8
dimension_by_weight_interaction,dim32_vs_dim64_by_xcov0p2_vs_xcov0,32,0.2,biological_retrieval_top1_average,1,-0.0003141706627369296,9
dimension_by_weight_interaction,dim32_vs_dim64_by_xcov0p2_vs_xcov0,32,0.2,biological_retrieval_top1_average,2,-0.0004300035713079575,9
dimension_by_weight_interaction,dim32_vs_dim64_by_xcov0p2_vs_xcov0,32,0.2,biological_retrieval_top1_average,3,0.000258587903324682,9
dimension_by_weight_interaction,dim32_vs_dim64_by_xcov0p2_vs_xcov0,32,0.2,biological_retrieval_top1_average,4,-0.0037846780857533594,9
dimension_by_weight_interaction,dim32_vs_dim64_by_xcov0p2_vs_xcov0,32,0.2,biological_retrieval_top1_worst,0,0.00014592933947774056,8
dimension_by_weight_interaction,dim32_vs_dim64_by_xcov0p2_vs_xcov0,32,0.2,biological_retrieval_top1_worst,1,-0.004165306351686314,9
dimension_by_weight_interaction,dim32_vs_dim64_by_xcov0p2_vs_xcov0,32,0.2,biological_retrieval_top1_worst,2,0.004291053820039347,9
dimension_by_weight_interaction,dim32_vs_dim64_by_xcov0p2_vs_xcov0,32,0.2,biological_retrieval_top1_worst,3,-0.011361693861693858,9
dimension_by_weight_interaction,dim32_vs_dim64_by_xcov0p2_vs_xcov0,32,0.2,biological_retrieval_top1_worst,4,-0.010211093787684564,9
dimension_by_weight_interaction,dim32_vs_dim64_by_xcov0p2_vs_xcov0,32,0.2,branch_cross_covariance_rms,0,-0.005735586583614356,8
dimension_by_weight_interaction,dim32_vs_dim64_by_xcov0p2_vs_xcov0,32,0.2,branch_cross_covariance_rms,1,-0.005199131535159214,9
dimension_by_weight_interaction,dim32_vs_dim64_by_xcov0p2_vs_xcov0,32,0.2,branch_cross_covariance_rms,2,-0.0066848463482326904,9
dimension_by_weight_interaction,dim32_vs_dim64_by_xcov0p2_vs_xcov0,32,0.2,branch_cross_covariance_rms,3,-0.007466400331921052,9
dimension_by_weight_interaction,dim32_vs_dim64_by_xcov0p2_vs_xcov0,32,0.2,branch_cross_covariance_rms,4,-0.0066709271735615255,9
dimension_marginal,dim4_minus_dim64,4,,biological_scanner_probe_accuracy,0,-0.016652771502866398,8
dimension_marginal,dim4_minus_dim64,4,,biological_scanner_probe_accuracy,1,-0.010544233279000293,9
dimension_marginal,dim4_minus_dim64,4,,biological_scanner_probe_accuracy,2,-0.003101236033603183,9
dimension_marginal,dim4_minus_dim64,4,,biological_scanner_probe_accuracy,3,-0.0037349570507465447,9
dimension_marginal,dim4_minus_dim64,4,,biological_scanner_probe_accuracy,4,-0.0020117624637279174,9
dimension_marginal,dim4_minus_dim64,4,,acquisition_scanner_probe_accuracy,0,-0.007191916910133225,8
dimension_marginal,dim4_minus_dim64,4,,acquisition_scanner_probe_accuracy,1,-0.003580953848576238,9
dimension_marginal,dim4_minus_dim64,4,,acquisition_scanner_probe_accuracy,2,-0.011003973929094654,9
dimension_marginal,dim4_minus_dim64,4,,acquisition_scanner_probe_accuracy,3,-0.01650167571220202,9
dimension_marginal,dim4_minus_dim64,4,,acquisition_scanner_probe_accuracy,4,-0.02877668303627528,9
dimension_marginal,dim4_minus_dim64,4,,biological_category_probe_accuracy,0,0.0016217709305944347,8
dimension_marginal,dim4_minus_dim64,4,,biological_category_probe_accuracy,1,-0.009404671172890967,9
dimension_marginal,dim4_minus_dim64,4,,biological_category_probe_accuracy,2,0.003968344949021269,9
dimension_marginal,dim4_minus_dim64,4,,biological_category_probe_accuracy,3,-0.00451918062444378,9
dimension_marginal,dim4_minus_dim64,4,,biological_category_probe_accuracy,4,-0.006184928680727491,9
dimension_marginal,dim4_minus_dim64,4,,acquisition_category_probe_accuracy,0,-0.19113025210084034,8
dimension_marginal,dim4_minus_dim64,4,,acquisition_category_probe_accuracy,1,-0.2432600440402113,9
